"","Mice","Number","Mouse_ID","Strain","sex","DOB","parents","Western_Diet","Sac_Date","weight_g","length_cm","ab_fat","other_fat","total_fat","comments","100xfat_weight","Trigly","Total_Chol","HDL_Chol","UC","FFA","Glucose","LDL_plus_VLDL","MCP_1_phys","Insulin_ug_l","Glucose_Insulin","Leptin_pg_ml","Adiponectin","Aortic lesions","Note","Aneurysm","Aortic_cal_M","Aortic_cal_L","CoronaryArtery_Cal","Myocardial_cal","BMD_all_limbs","BMD_femurs_only"
"90","F2_45",45,"158-1","BxH ApoE-/-, F2",2,2001-11-15,111,2002-01-08,2002-04-30,45.8,10.4,4.13,2.9,7.03,NA,15.3493449781659,81,1140,36,445,112,501,1104,82.198,2183,0.229500687127806,1160,7.939,"48250",NA,18,1,0,0,1,NA,NA
"91","F2_46",46,"158-2","BxH ApoE-/-, F2",2,2001-11-15,111,2002-01-08,2002-04-30,26.1,9.7,0.94,0.82,1.76,NA,6.74329501915709,59,380,17,208,75,281,363,85.366,396,0.70959595959596,8540,12.404,"322000",NA,25,1,10,0,0,NA,NA
"92","F2_47",47,"158-3","BxH ApoE-/-, F2",2,2001-11-15,111,2002-01-08,2002-04-30,23.9,9.2,0.67,0.9,1.57,"black coat",6.56903765690377,87,978,32,461,129,544,946,78.006,844,0.644549763033175,37420,22.776,"328250",NA,42,3,0,0,0,NA,NA
"93","F2_48",48,"158-4","BxH ApoE-/-, F2",2,2001-11-15,111,2002-01-08,2002-04-30,27.5,9.6,0.77,0.95,1.72,"malocclusion",6.25454545454545,64,834,20,297,71,385,814,68.992,629,0.6120826709062,13880,14.31,"292500",NA,56,10,0,0,0,NA,NA
"94","F2_49",49,"160-1","BxH ApoE-/-, F2",1,2001-11-13,110,2002-01-08,2002-04-30,27.3,9.7,0.45,0.3,0.75,NA,2.74725274725275,33,980,34,390,100,402,946,46.51,540,0.744444444444444,3420,7.111,"213000",NA,0,0,0,0,1,NA,NA
"95","F2_50",50,"160-2","BxH ApoE-/-, F2",1,2001-11-13,110,2002-01-08,2002-04-30,34.5,10,0.59,1.18,1.77,NA,5.1304347826087,122,1577,37,688,185,741,1540,97.67,710,1.04366197183099,19560,7.858,"348500",NA,27,6,0,0,1,NA,NA
"96","F2_51",51,"173-1","BxH ApoE-/-, F2",2,2001-12-04,109,2002-02-01,2002-05-17,37.9,10.5,1.87,3.56,5.43,NA,14.3271767810026,101,1216,27,503,121,511,1189,100.8,819,0.623931623931624,78360,14.014,"373250",NA,34,2,5,0,1,NA,NA
"97","F2_52",52,"173-2","BxH ApoE-/-, F2",2,2001-12-04,109,2002-02-01,2002-05-17,38.5,10.8,1.78,3.09,4.87,NA,12.6493506493507,132,1888,33,646,119,635,1855,112.776,2692,0.235884101040119,37040,10.14,"249000",NA,0,0,0,0,0,NA,NA
"98","F2_53",53,"173-3","BxH ApoE-/-, F2",2,2001-12-04,109,2002-02-01,2002-05-17,36.4,10.5,1.83,3.56,5.39,NA,14.8076923076923,160,1539,30,656,174,681,1509,105.966,1298,0.524653312788906,52980,8.12,"180750",NA,25,2,5,0,0,NA,NA
"99","F2_54",54,"173-4","BxH ApoE-/-, F2",2,2001-12-04,109,2002-02-01,2002-05-17,46.4,10.5,2.84,5.9,8.74,NA,18.8362068965517,115,1296,31,484,127,488,1265,238.292,3544,0.137697516930023,162820,9.115,"90500",NA,24,6,0,0,0,NA,NA
"100","F2_55",55,"174-1","BxH ApoE-/-, F2",1,2001-12-04,109,2002-02-01,2002-05-17,54.3,11.3,0.33,2.25,2.58,"black",4.75138121546961,131,2106,36,805,176,562,2070,237.592,21101,0.0266338088242263,56840,4.521,"233000",NA,23,2,0,0,1,NA,NA
"101","F2_56",56,"174-2","BxH ApoE-/-, F2",1,2001-12-04,109,2002-02-01,2002-05-17,52,11.1,0.19,2.1,2.29,NA,4.40384615384615,170,1387,45,585,169,610,1342,247.492,15027,0.0405935981899248,55920,2.958,"30750",NA,10,0,10,0,0,NA,NA
"102","F2_57",57,"174-3","BxH ApoE-/-, F2",1,2001-12-04,109,2002-02-01,2002-05-17,49,10.8,0.9,2.15,3.05,"black",6.22448979591837,192,1452,70,550,141,531,1382,411.224,15163,0.0350194552529183,59260,4.05,"9000",NA,8,2,0,0,1,NA,NA
"103","F2_58",58,"175-1","BxH ApoE-/-, F2",1,2001-12-07,112,2002-02-01,2002-05-17,44.1,11,1.6,2.57,4.17,"black",9.45578231292517,275,938,49,302,93,371,889,96.908,1060,0.35,29140,6.514,"33000",NA,0,0,0,0,0,NA,NA
"104","F2_59",59,"175-2","BxH ApoE-/-, F2",1,2001-12-07,112,2002-02-01,2002-05-17,45.1,10.9,0.43,1.68,2.11,"black",4.67849223946785,201,1338,31,529,134,551,1307,175.888,29699,0.0185528132260345,47220,4.054,"43000",NA,0,0,0,0,3,NA,NA
"105","F2_84",84,"200-1","BxH ApoE-/-, F2",1,2001-12-28,110,2002-02-26,2002-06-19,47.2,10.7,1.28,2.29,3.57,NA,7.5635593220339,181,1749,53,548,108,346,1696,297.128,13153,0.0263057857522999,61280,0.803,"145250",NA,143,30,0,NA,NA,NA,NA
"106","F2_85",85,"200-2","BxH ApoE-/-, F2",1,2001-12-28,110,2002-02-26,2002-06-19,39.3,10.5,1.16,1.58,2.74,NA,6.97201017811705,120,1403,49,517,158,571,1354,113.128,11893,0.0480114352980745,NA,NA,"50250",NA,0,0,0,NA,NA,NA,NA
"107","F2_86",86,"201-1","BxH ApoE-/-, F2",2,2002-01-01,112,2002-02-26,2002-06-19,34.8,10,2.01,1.9,3.91,NA,11.235632183908,88,998,60,331,88,334,938,125.6,2457,0.135938135938136,35500,3.765,"186750",NA,0,0,4,NA,NA,NA,NA
"108","F2_87",87,"201-2","BxH ApoE-/-, F2",2,2002-01-01,112,2002-02-26,2002-06-19,32.5,10.5,1.51,1.57,3.08,NA,9.47692307692308,36,753,53,232,68,265,700,92.962,766,0.345953002610966,16140,2.914,"167250",NA,0,0,1,NA,NA,NA,NA
"109","F2_88",88,"201-3","BxH ApoE-/-, F2",2,2002-01-01,112,2002-02-26,2002-06-19,46,10.8,4.11,2.87,6.98,NA,15.1739130434783,55,1016,46,368,99,400,970,143.192,2852,0.140252454417952,87360,5.302,"247250",NA,12,7,0,NA,NA,NA,NA
"110","F2_89",89,"201-4","BxH ApoE-/-, F2",2,2002-01-01,112,2002-02-26,2002-06-19,28.3,9.5,1.09,1.06,2.15,"slight malocclusion",7.59717314487633,56,1162,26,468,137,410,1136,83.746,NA,NA,17720,8.644,"299500",NA,69,10,0,NA,NA,NA,NA
"111","F2_91",91,"202-1","BxH ApoE-/-, F2",1,2002-01-01,112,2002-02-26,2002-06-19,43.9,10.5,1.08,1.73,2.81,NA,6.40091116173121,89,1180,62,445,128,403,1118,121.474,NA,NA,51460,1.237,"244750",NA,0,0,1,NA,NA,NA,NA
"112","F2_92",92,"202-2","BxH ApoE-/-, F2",1,2002-01-01,112,2002-02-26,2002-06-19,54,11.5,1.26,2.56,3.82,NA,7.07407407407407,118,1465,39,510,100,373,1426,132.748,7858,0.0474675489946551,32560,4.449,"165750",NA,0,0,0,NA,NA,NA,NA
"113","F2_93",93,"203-1","BxH ApoE-/-, F2",1,2002-01-01,112,2002-02-26,2002-06-19,43.6,10,1.86,1.47,3.33,NA,7.63761467889908,24,973,52,340,86,360,921,210.426,1845,0.195121951219512,NA,NA,"196500",NA,0,0,0,NA,NA,NA,NA
"114","F2_94",94,"203-2","BxH ApoE-/-, F2",1,2002-01-01,112,2002-02-26,2002-06-19,46.1,11,1.16,2.33,3.49,NA,7.5704989154013,106,1419,65,534,172,509,1354,95.868,8840,0.057579185520362,59800,NA,"409000",NA,56,35,0,NA,NA,NA,NA
"115","F2_95",95,"203-3","BxH ApoE-/-, F2",1,2002-01-01,112,2002-02-26,2002-06-19,40.1,10.5,1.7,1.67,3.37,NA,8.40399002493766,34,1325,77,407,86,339,1248,69.018,821,0.412911084043849,23500,7.087,"61750",NA,0,0,3,0,0,NA,NA
"116","F1_96",96,"204-1","BxH ApoE-/-, F1",1,2002-01-02,163162,2002-02-26,2002-06-19,51.1,11.5,1.29,2.33,3.62,NA,7.08414872798434,37,1166,61,400,111,391,1105,125.742,674,0.580118694362018,36860,7.268,"116250",NA,23,6,0,0,0,NA,NA
"117","F1_97",97,"204-2","BxH ApoE-/-, F1",1,2002-01-02,163162,2002-02-26,2002-06-19,52.8,11,1.34,2.35,3.69,NA,6.98863636363637,33,1422,55,502,129,465,1367,157.182,1029,0.451895043731778,48220,11.005,"76250",NA,9,5,0,0,0,NA,NA
"118","F1_98",98,"204-3","BxH ApoE-/-, F1",1,2002-01-02,163162,2002-02-26,2002-06-19,48.1,10.5,1.68,1.93,3.61,NA,7.50519750519751,25,1202,43,424,101,411,1159,97.186,287,1.43205574912892,NA,NA,"110750",NA,20,0,0,0,0,NA,NA
"119","F1_99",99,"204-4","BxH ApoE-/-, F1",1,2002-01-02,163162,2002-02-26,2002-06-19,50.1,11,1.36,2.33,3.69,NA,7.36526946107784,61,940,60,318,87,322,880,165.538,532,0.605263157894737,33560,8.113,"127500",NA,12,5,0,0,0,NA,NA
"120","F1_100",100,"205-1","BxH ApoE-/-, F1",2,2002-01-02,162,2002-02-26,2002-06-19,38.3,10.5,2.83,2.01,4.84,NA,12.6370757180157,57,1131,33,390,91,357,1098,120.444,870,0.410344827586207,79180,12.201,"192250",NA,0,0,0,0,0,NA,NA
"121","F1_101",101,"205-2","BxH ApoE-/-, F1",2,2002-01-02,162,2002-02-26,2002-06-19,40,11,2.74,1.95,4.69,NA,11.725,41,1442,28,506,105,413,1414,NA,NA,NA,NA,NA,"212250",NA,9,2,0,0,0,NA,NA
"122","F1_102",102,"205-3","BxH ApoE-/-, F1",2,2002-01-02,162,2002-02-26,2002-06-19,42.8,10.3,4.5,3.37,7.87,NA,18.3878504672897,72,1285,35,469,116,463,1250,126.652,NA,NA,NA,NA,"160250",NA,0,0,0,0,0,NA,NA
"123","F1_103",103,"205-4","BxH ApoE-/-, F1",2,2002-01-02,162,2002-02-26,2002-06-19,45.2,10.5,4.01,2.74,6.75,NA,14.9336283185841,46,1218,31,422,105,413,1187,111.616,558,0.740143369175627,131420,17.084,"206500",NA,27,9,0,0,0,NA,NA
"124","F2_104",104,"217-1","BxH ApoE-/-, F2",1,2002-12-30,111,2002-03-12,2002-07-31,57.1,10.8,0.9,2.52,3.42,NA,5.98949211908932,170,1013,60,333,91,310,953,210.122,1926,0.160955347871236,70360,7.307,"106250",NA,0,0,0,0,0,0.0593,0.08175
"125","F2_105",105,"217-2","BxH ApoE-/-, F2",1,2002-12-30,111,2002-03-12,2002-07-31,40.9,10.6,1.84,1.51,3.35,NA,8.19070904645477,128,2079,175,697,138,537,1904,145.944,556,0.965827338129496,23640,7.557,"133750",NA,34,13,0,15,15,0.0589,0.08215
"126","F2_107",107,"219-1","BxH ApoE-/-, F2",2,2002-01-14,166,2002-03-12,2002-07-31,43.6,10.3,3.47,2.58,6.05,NA,13.8761467889908,76,1306,37,380,82,308,1269,110.384,627,0.491228070175439,59040,9.962,"171625",NA,32,4,2,0,0,0.0605,0.08685
"127","F2_108",108,"219-2","BxH ApoE-/-, F2",2,2002-01-14,166,2002-03-12,2002-07-31,40.6,10.7,3.96,2.45,6.41,NA,15.7881773399015,25,850,21,289,64,337,829,184.16,517,0.65183752417795,85320,17.756,"329000",NA,0,0,0,0,0,0.0518,0.06755
"128","F2_109",109,"219-3","BxH ApoE-/-, F2",2,2002-01-14,166,2002-03-12,2002-07-31,43.6,10.3,2.96,3.19,6.15,NA,14.105504587156,50,812,62,263,67,290,750,89.994,954,0.30398322851153,85400,8.795,"151750",NA,0,0,7,0,0,0.0587,0.08275
"129","F2_110",110,"219-4","BxH ApoE-/-, F2",2,2002-01-14,166,2002-03-12,2002-07-31,37.1,10.3,2.57,2.07,4.64,"aorta switched w/111",12.5067385444744,96,1617,46,558,102,435,1571,113.762,414,1.05072463768116,54560,15.256,"385500",NA,40,14,0,0,0,0.0526,0.07265
"130","F2_111",111,"254-1","BxH ApoE-/-, F2",2,2002-01-22,111,2002-03-29,2002-07-31,33.8,10,1.28,1.53,2.81,NA,8.31360946745562,36,1392,38,491,87,364,1354,102.542,1027,0.354430379746835,44512.9,9.229,"279250",NA,38,8,0,2,0,0.0583,0.07975
"131","F2_112",112,"254-2","BxH ApoE-/-, F2",2,2002-01-22,111,2002-03-29,2002-07-31,26.8,10.5,0.41,0.58,0.99,"oversized spleen",3.69402985074627,709,1296,24,420,79,361,1272,222.52,610,0.591803278688525,6317.96,8.564,"18000",NA,0,0,0,NA,NA,0.06,0.0832
"132","F2_113",113,"255-1","BxH ApoE-/-, F2",1,2002-01-22,111,2002-03-29,2002-07-31,44.4,10.3,1.56,2.55,4.11,NA,9.25675675675676,110,1002,58,373,87,369,944,110.244,2705,0.13641404805915,85185.28,7.127,"253250",NA,37,3,0,0,0,0.0596,0.0808
"133","F2_114",114,"255-2","BxH ApoE-/-, F2",1,2002-01-22,111,2002-03-29,2002-07-31,43.9,10.8,0.94,1.65,2.59,NA,5.8997722095672,261,1352,81,436,107,404,1271,125.386,1781,0.226838854576081,42173.54,7.179,"155500",NA,0,0,5,0,0,0.0615,0.0904
"134","F2_115",115,"255-3","BxH ApoE-/-, F2",1,2002-01-22,111,2002-03-29,2002-07-31,57.8,11,1.76,4.06,5.82,NA,10.0692041522491,201,1741,68,539,106,410,1673,238.058,2205,0.1859410430839,85167.3,5.668,"132250",NA,103,2,0,0,0,0.0587,0.0827
"135","F2_116",116,"255-4","BxH ApoE-/-, F2",1,2002-01-22,111,2002-03-29,2002-07-31,54.7,11.2,2.82,3.59,6.41,NA,11.7184643510055,77,1404,66,444,90,395,1338,111.438,1533,0.257664709719504,98649.6,8.45,"241750",NA,52,6,6,0,19,0.0579,0.07445
"136","F2_117",117,"245-1","BxH ApoE-/-, F2",2,2002-02-09,110,2002-04-16,2002-08-06,38,10.2,NA,2.55,NA,NA,NA,64,1236,38,471,127,409,1198,169.444,468,0.873931623931624,79249.46,15.794,"475000",NA,63,4,0,0,0,0.0545,0.0765
"137","F2_118",118,"245-2","BxH ApoE-/-, F2",2,2002-02-09,110,2002-04-16,2002-08-06,44.7,10.5,4.18,3.83,8.01,NA,17.9194630872483,97,1228,33,463,107,444,1195,176.78,847,0.524203069657615,140137.56,9.126,"186500",NA,20,1,5,0,0,0.0595,0.08625
"138","F2_119",119,"245-3","BxH ApoE-/-, F2",2,2002-02-09,110,2002-04-16,2002-08-06,40.3,10.2,2.85,3.35,6.2,NA,15.3846153846154,96,1113,38,387,87,406,1075,93.722,583,0.696397941680961,54318.48,9.438,"485500",NA,18,2,15,0,0,0.054,0.07345
"139","F2_120",120,"246-1","BxH ApoE-/-, F2",1,2002-02-11,111,2002-04-16,2002-08-06,50.8,11,2.38,2.33,4.71,"tough skin",9.2716535433071,113,1337,51,478,120,403,1286,170.774,3132,0.128671775223499,64560.68,6.619,"283250",NA,3,0,0,0,3,0.0592,0.08775
"140","F2_121",121,"246-2","BxH ApoE-/-, F2",1,2002-02-11,111,2002-04-16,2002-08-06,46.5,10.2,1.7,3.33,5.03,NA,10.8172043010753,75,1392,35,563,130,539,1357,159.066,2857,0.188659432971649,136762.22,9.364,"88250",NA,12,2,0,0,42,0.0542,0.07325
"141","F2_122",122,"246-3","BxH ApoE-/-, F2",1,2002-02-11,111,2002-04-16,2002-08-06,51.6,11,1.23,2.6,3.83,"spleenomegally",7.42248062015504,85,929,68,376,110,405,861,250.782,3368,0.120249406175772,70998.48,5.297,"131250",NA,0,0,3,0,0,0.06,0.08535
"142","F2_123",123,"246-4","BxH ApoE-/-, F2",1,2002-02-11,111,2002-04-16,2002-08-06,41.9,9.9,2.14,2.69,4.83,NA,11.527446300716,71,962,24,412,115,384,938,328.82,1167,0.329048843187661,93467.48,7.019,"437750",NA,52,15,11,0,0,0.0533,0.07225
"143","F2_124",124,"246-5","BxH ApoE-/-, F2",1,2002-02-11,111,2002-04-16,2002-08-06,52.1,10.1,3.14,3.07,6.21,NA,11.9193857965451,100,1403,46,512,119,450,1357,151.322,972,0.462962962962963,127313.14,9.82,"303750",NA,102,7,0,0,0,0.0589,0.08085
"144","F2_125",125,"248-1","BxH ApoE-/-, F2",2,2002-02-11,111,2002-04-16,2002-08-06,44.1,10.4,3.5,2.67,6.17,"large spleen",13.9909297052154,157,1656,33,580,126,590,1623,154.896,1233,0.478507704785077,104954.62,8.893,"217500",NA,60,2,0,0,0,0.0591,0.086
"145","F2_126",126,"248-2","BxH ApoE-/-, F2",2,2002-02-11,111,2002-04-16,2002-08-06,43.1,10.4,3.47,3.92,7.39,NA,17.1461716937355,124,1263,37,484,126,440,1226,149.144,NA,NA,NA,NA,"137750",NA,34,7,0,0,0,0.0575,0.0822
"146","F2_127",127,"248-3","BxH ApoE-/-, F2",2,2002-02-11,111,2002-04-16,2002-08-06,33.4,9.9,1.98,2.17,4.15,NA,12.4251497005988,84,1609,28,644,139,498,1581,173.292,457,1.08971553610503,111464.32,11.32,"201750",NA,13,0,7,0,0,0.0523,0.07635
"147","F2_128",128,"248-4","BxH ApoE-/-, F2",2,2002-02-11,111,2002-04-16,2002-08-06,35.6,9.6,2.1,3.75,5.85,NA,16.4325842696629,65,1230,45,442,94,357,1185,206.924,314,1.13694267515924,69600.92,NA,"319500",NA,0,0,NA,0,0,0.0511,0.07295
"148","B6_129",129,"249-1","B6 ApoE-/-",2,2002-02-11,167,2002-04-16,2002-08-06,25.6,8.7,0.7,0.76,1.46,NA,5.703125,10,982,22,444,101,360,960,110.396,NA,NA,NA,NA,"420750",NA,NA,0,10,0,0,0.0505,0.0679
"149","B6_130",130,"249-2","B6 ApoE-/-",2,2002-02-11,167,2002-04-16,2002-08-06,26.8,9.6,0.25,0.43,0.68,"distended intestine",2.53731343283582,3,1040,20,464,98,332,1020,225.17,NA,NA,NA,NA,"583500",NA,NA,0,14,0,0,0.0502,0.0655
"150","B6_131",131,"249-3","B6 ApoE-/-",2,2002-02-11,167,2002-04-16,2002-08-06,35.8,9.6,2,2.23,4.23,NA,11.8156424581006,15,1084,25,443,84,404,1059,144.926,444,0.90990990990991,90460.16,17.184,"512500",NA,NA,0,0,0,0,0.0514,0.067
"151","B6_132",132,"249-4","B6 ApoE-/-",2,2002-02-11,167,2002-04-16,2002-08-06,34.5,9.9,1.3,1.85,3.15,NA,9.1304347826087,21,1094,27,470,90,390,1067,163.846,NA,NA,NA,NA,"528000",NA,NA,0,0,0,0,0.0521,0.0684
"152","B6_133",133,"249-5","B6 ApoE-/-",2,2002-02-11,167,2002-04-16,2002-08-06,24,9.5,0.3,0.7,1,NA,4.16666666666667,13,995,17,444,88,333,978,NA,NA,NA,NA,NA,"530500",NA,NA,0,7,0,0,0.0507,0.0671
"153","B6_134",134,"250-1","B6 ApoE-/-",1,2002-02-11,167,2002-04-16,2002-08-06,41.6,10,1.49,2.13,3.62,NA,8.70192307692308,36,1152,30,492,119,447,1122,103.286,NA,NA,NA,NA,"423750",NA,NA,0,4,0,0,0.0542,0.07465
"154","B6_135",135,"250-2","B6 ApoE-/-",1,2002-02-11,167,2002-04-16,2002-08-06,42.8,10.2,1.84,2.04,3.88,NA,9.06542056074766,59,1350,28,566,137,495,1322,59.514,NA,NA,NA,NA,"256500",NA,NA,0,0,0,0,0.0555,0.07755
"155","B6_136",136,"250-3","B6 ApoE-/-",1,2002-02-11,167,2002-04-16,2002-08-06,31,10,0.68,0.65,1.33,NA,4.29032258064516,3,818,23,373,83,293,795,34.988,NA,NA,NA,NA,"321250",NA,NA,0,3,0,0,0.0505,0.0741
"156","C3H_137",137,"256-1","C3H ApoE-/-",1,2002-02-25,NA,2002-04-22,2002-08-14,41.3,10.4,0.93,1.69,2.62,NA,6.34382566585956,521,1310,57,554,203,513,1253,NA,NA,NA,NA,NA,"75800",NA,15,8,0,0,59,0.0545,0.08475
"157","C3H_138",138,"256-2","C3H ApoE-/-",1,2002-02-25,NA,2002-04-22,2002-08-14,41.6,10.6,1.13,1.82,2.95,NA,7.09134615384615,224,974,47,378,110,378,927,131.4,NA,NA,NA,NA,"46100",NA,16,8,0,1,67,0.062,0.09255
"158","C3H_139",139,"256-3","C3H ApoE-/-",1,2002-02-25,NA,2002-04-22,2002-08-14,47.9,10.7,0.44,2.09,2.53,NA,5.28183716075157,633,1374,69,581,211,651,1305,86.166,NA,NA,NA,NA,"63",NA,0,0,0,0,399,0.0592,0.0902
"159","C3H_140",140,"256-4","C3H ApoE-/-",1,2002-02-25,NA,2002-04-22,2002-08-14,40.7,10.6,1.15,1.27,2.42,NA,5.94594594594595,692,1355,59,574,201,513,1296,69.542,NA,NA,NA,NA,"42500",NA,4,6,0,0,48,0.0588,0.08335
"160","F2_141",141,"258-1","BxH ApoE-/-, F2",2,2002-02-25,230,2002-04-22,2002-08-14,36,10.2,2.31,1.41,3.72,NA,10.3333333333333,60,1023,36,397,99,354,987,109.12,675,0.524444444444444,57056.54,11.901,"298000",NA,24,3,0,0,3,0.055,0.0744
"161","F2_142",142,"258-2","BxH ApoE-/-, F2",2,2002-02-25,230,2002-04-22,2002-08-14,24.5,9.9,0.4,0.25,0.65,NA,2.6530612244898,38,942,27,405,95,324,915,132.174,728,0.445054945054945,9874.4,13.683,"211500",NA,0,0,0,0,0,0.0537,0.07405
"162","F2_143",143,"258-3","BxH ApoE-/-, F2",2,2002-02-25,230,2002-04-22,2002-08-14,43.1,10.5,3.23,1.55,4.78,NA,11.0904872389791,63,1148,39,515,125,494,1109,161.194,5353,0.09228470016813,264299.2,12.369,"291000",NA,0,0,1,0,0,0.0534,0.0684
"163","F2_144",144,"258-4","BxH ApoE-/-, F2",2,2002-02-25,230,2002-04-22,2002-08-14,NA,NA,1.52,0.98,2.5,NA,NA,29,1065,38,431,83,382,1027,130.456,409,0.93398533007335,23376.76,16.333,"212750",NA,0,0,0,0,2,0.0578,0.0791
"164","F2_145",145,"258-5","BxH ApoE-/-, F2",2,2002-02-25,230,2002-04-22,2002-08-14,NA,NA,1.98,1.89,3.87,NA,NA,36,1105,27,453,113,388,1078,112.564,569,0.681898066783831,121757.76,14.544,"375750",NA,27,3,0,0,0,0.0519,0.06535
"165","F2_225",225,"287-1","BxH ApoE-/-, F2",2,2002-03-19,230,2002-05-14,2002-09-04,34.1,9.8,1.74,2.31,4.05,NA,11.8768328445748,50,800,36,305,82,229,764,111.658,310,0.738709677419355,80283.54,17.734,"417750",NA,0,0,0,0,1,NA,NA
"166","F2_226",226,"287-2","BxH ApoE-/-, F2",2,2002-03-19,230,2002-05-14,2002-09-04,29,9.9,1.49,1.61,3.1,NA,10.6896551724138,53,1054,36,346,81,272,1018,101.148,397,0.685138539042821,23200.04,3.479,"168250",NA,122,25,0,2,7,0.0525,0.07375
"167","F2_227",227,"287-3","BxH ApoE-/-, F2",2,2002-03-19,230,2002-05-14,2002-09-04,36,10.3,2.2,2.15,4.35,NA,12.0833333333333,72,1500,25,517,104,419,1475,83.962,807,0.519206939281289,38309.1,4.064,"149500",NA,23,2,0,0,0,0.0552,0.07505
"168","F2_228",228,"287-4","BxH ApoE-/-, F2",2,2002-03-19,230,2002-05-14,2002-09-04,42.8,9.9,3.6,3.21,6.81,"aorta switched w/229",15.911214953271,240,1635,42,590,159,576,1593,175.25,2797,0.205934930282445,206529.2,7.306,"65250",NA,17,0,0,0,4,NA,NA
"169","F2_229",229,"288-1","BxH ApoE-/-, F2",1,2002-03-19,230,2002-05-14,2002-09-04,53.4,10.5,1.49,2.8,4.29,NA,8.03370786516854,237,1079,46,435,117,438,1033,177.942,4130,0.106053268765133,128495.32,2.743,"98250",NA,14,6,0,1,135,0.0576,0.08095
"170","F2_230",230,"288-2","BxH ApoE-/-, F2",1,2002-03-19,230,2002-05-14,2002-09-04,45.3,10.5,1.75,2.07,3.82,NA,8.43267108167771,114,1284,84,438,105,426,1200,85.832,2934,0.14519427402863,75809.5,2.872,"80000",NA,25,7,0,0,5,0.0632,0.08955
"171","F2_175",175,"268-3","BxH ApoE-/-, F2",1,2002-02-28,232,2002-04-22,2002-08-19,48.9,10.9,2.18,3.43,5.61,NA,11.4723926380368,95,873,56,259,57,358,817,329.102,3460,0.103468208092486,132790.84,5.204,"128000",NA,0,0,0,0,0,0.0566,0.0797
"172","F2_176",176,"269-1","BxH ApoE-/-, F2",1,2002-02-28,235,2002-04-22,2002-08-19,49.1,10.4,1.61,3.61,5.22,NA,10.6313645621181,87,1276,47,525,146,521,1229,199.896,7495,0.0695130086724483,109383.44,6.324,"260250",NA,25,10,0,0,0,0.0565,0.0758
"173","F2_177",177,"269-2","BxH ApoE-/-, F2",1,2002-02-28,235,2002-04-22,2002-08-19,55.5,10.6,1.2,3.65,4.85,NA,8.73873873873874,90,1139,78,324,65,373,1061,138.098,2438,0.152994257588187,60136.48,3.539,"69250",NA,18,9,0,0,6,0.0557,0.0757
"174","F2_178",178,"269-3","BxH ApoE-/-, F2",1,2002-02-28,235,2002-04-22,2002-08-19,55.7,10.6,1.35,2.79,4.14,NA,7.4326750448833,107,860,95,254,60,397,765,116.748,5614,0.0707160669754186,63083.62,3.668,"237750",NA,9,0,10,0,1,0.0593,0.0802
"175","F2_179",179,"269-4","BxH ApoE-/-, F2",1,2002-02-28,235,2002-04-22,2002-08-19,48.6,10.3,1.33,2.28,3.61,"large spleen",7.42798353909465,103,817,78,259,62,348,739,172.376,6120,0.0568627450980392,67388.16,4.39,"124000",NA,0,0,0,0,2,0.0567,0.0783
"176","F2_180",180,"270-1","BxH ApoE-/-, F2",2,2002-02-28,235,2002-04-22,2002-08-19,41.8,10.2,2.63,2.79,5.42,NA,12.9665071770335,85,1078,46,384,93,413,1032,93.966,1294,0.319165378670788,121768.04,10.074,"210250",NA,0,0,0,0,0,0.0593,0.08635
"177","F2_346",346,"360-1","BxH ApoE-/-, F2",1,2002-05-05,NA,2002-07-24,2002-11-13,44.8,10.6,1.18,2,3.18,NA,7.09821428571429,110,1509,32,465,74,353,1477,189.62,6311,0.0559340833465378,114185.38,8.349,"125625",NA,0,0,0,NA,NA,NA,NA
"178","F2_347",347,"360-2","BxH ApoE-/-, F2",1,2002-05-05,NA,2002-07-24,2002-11-13,47.7,10.7,1.6,2.54,4.14,NA,8.67924528301887,104,1438,47,522,127,509,1391,451.404,3345,0.152167414050822,136925.44,6.185,"114000",NA,28,2,0,NA,NA,NA,NA
"179","F2_348",348,"360-3","BxH ApoE-/-, F2",1,2002-05-05,NA,2002-07-24,2002-11-13,46.8,10.7,1.78,2.17,3.95,"slightly enlarged spleen",8.44017094017094,184,982,71,371,97,496,911,147.586,3108,0.15958815958816,48514.3,8.217,"23250",NA,8,5,0,NA,NA,NA,NA
"180","F2_349",349,"360-4","BxH ApoE-/-, F2",1,2002-05-05,NA,2002-07-24,2002-11-13,49.7,10.4,1.52,3.1,4.62,NA,9.29577464788732,104,768,39,259,70,381,729,203.946,1969,0.193499238191976,100306.26,14.122,"284500",NA,0,0,0,NA,NA,NA,NA
"181","F2_350",350,"362-1","BxH ApoE-/-, F2",1,2002-05-31,228,2002-07-24,2002-11-13,44,10.5,1.48,2.35,3.83,NA,8.70454545454546,104,1443,48,435,85,277,1395,275.782,1405,0.197153024911032,86119.52,7.258,"145000",NA,0,0,0,NA,NA,NA,NA
"182","F2_351",351,"362-2","BxH ApoE-/-, F2",1,2002-05-31,228,2002-07-24,2002-11-13,42,10.6,1.3,NA,NA,NA,NA,38,925,39,319,73,319,886,215.706,2176,0.146599264705882,109984.98,NA,"215000",NA,0,0,0,NA,NA,NA,NA
